HD 95735 c,13.6
HD 95872 b,1188.6842
HD 96063 b,403.6441
HD 96127 b,6661.7168
HD 96167 b,227.88411
HD 96700 b,8.9
HD 96700 c,3.5
HD 96700 d,12.7
HD 96992 b,362.3262
HD 98219 b,624.21812
HD 98736 b,740.5439
HD 99109 b,139.8452
HD 99283 b,308.29355
HD 99492 b,25.5
HD 99492 c,17.9
HD 99706 b,390.9309
HD 99706 c,1808.4527
HIP 105854 b,2606.1
HIP 107772 b,12.9
HIP 107773 b,629.3034
HIP 109384 b,495.8148
HIP 109600 b,851.7844
HIP 114933 b,616.58711
HIP 12961 b,114.4188
HIP 14810 b,1239.537
HIP 14810 c,416.3573
HIP 14810 d,187.5197
HIP 19976 b,21.61233
HIP 34222 b,263.79758
HIP 35173 b,12.7
HIP 38594 b,8.1
HIP 38594 c,48.4
HIP 4845 b,14.4
HIP 48714 b,22.9
HIP 5158 b,451
HIP 5158 c,4780.1632
HIP 54373 b,8.62
HIP 54373 c,12.44
HIP 57274 b,6.3566
HIP 57274 c,130
HIP 57274 d,167.4
HIP 5763 b,162.09249
HIP 63242 b,2917.56
HIP 65407 b,136.03124
HIP 65407 c,249.17872
HIP 67851 b,498.35494
HIP 71135 b,18.8
HIP 74890 b,762.792
HIP 75092 b,568.91285
HIP 79431 b,667.415
HIP 86221 b,225.65817
HIP 90988 b,668.07531
HIP 91258 b,346.4347
HIP 97166 c,9.9
HN Lib b,5.46
HR 810 b,721.4741
IC 4651 9122 b,2002.329
K2-111 c,11.08
K2-18 c,7.51
K2-312 c,1719.45168
KELT-6 c,1179.1493
KIC 3526061 b,5768.58559
Kapteyn c,7
Kepler-10 d,12.68
Kepler-129 d,2637.97578
Kepler-20 g,19.96
Kepler-424 c,2215.18
Kepler-432 c,772.3269
Kepler-454 c,1433.40612
Kepler-454 d,734.18362
Kepler-56 d,1784
Kepler-68 e,86.44933
L 363-38 b,4.67
L 98-59 e,3.06
LSPM J2116+0234 b,13.3
NGC 2682 Sand 364 b,2126.2827
